9.021,0.0226793,-0.399733,0.220653
-2.2427,0.383828,0.120401,0.236462
5.31267,-0.0629686,0.0792773,-0.0359536
-0.68725,0.371641,0.0634781,-0.170734
-4.75368,0.324686,-0.0268925,0.244295
0.185065,-0.224143,-0.331432,0.256953
-2.83656,0.109584,-0.218399,-0.0614071
-6.60384,-0.514641,-0.260619,0.0818683
-2.0161,-0.302524,0.60248,-0.13084
5.31998,-0.0330947,0.111966,0.395488
-4.02284,0.262775,0.0208465,0.304811
-5.24984,-0.0305275,-0.101525,-0.0379384
5.51948,-0.430242,-0.253173,0.0145226
-1.72635,-0.326611,-0.0854613,0.0574924
-3.88471,0.111733,-0.422511,0.156647
1.99526,-0.372253,-0.0146603,0.203709
4.00542,-0.1214,0.0605917,-0.214572
4.17696,-0.29888,0.361266,0.423108
7.27212,0.471038,-0.0263967,-0.0788156
0.531229,0.0259712,0.0623149,-0.128204
-0.25899,0.0012629,0.276144,0.0765124
-1.66794,0.394374,-0.25067,0.277155
3.20322,0.113818,0.0327734,0.174541
-3.47106,0.312961,-0.179911,0.056375
-1.70266,-0.0251625,-0.396068,0.36211
-9.8758,0.17276,-0.100294,-0.191331
0.665417,0.0123987,-0.171234,0.408519
-6.11579,-0.50267,-0.0459473,0.339211
8.93368,0.075805,-0.0570124,-0.124209
-9.93976,-0.331925,-0.157697,-0.0760313
4.80439,0.326761,0.18254,0.504728
5.66912,-0.27575,0.209288,0.289973
8.94968,0.11759,0.553888,-0.0350918
8.27675,0.846461,0.571351,-0.533852
1.99261,0.287223,-0.157896,-0.203874
-0.0409222,-0.0416595,0.0281395,-0.418237
-4.11041,0.0450068,0.206142,-0.182999
-2.94381,0.146941,0.314405,-0.118523
1.50682,0.0121519,0.386092,-0.279019
1.27877,-0.265482,0.0417951,0.229945
0.247307,0.246451,0.273753,0.262138
9.03053,0.285721,-0.223737,-0.274771
7.13279,-0.518901,0.294824,0.0379023
-7.98546,0.289802,-0.749674,-0.450836
1.35697,-0.322294,-0.501449,0.168468
-3.00914,-0.0214597,-0.333242,0.123169
1.23671,0.650207,0.270256,0.0282071
6.24118,0.255018,0.325599,-0.0334587
-3.4104,-0.0966241,-0.503854,-0.049436
-4.62072,-0.0366518,-0.813399,-0.172188
7.28103,0.0288081,0.259206,-0.156676
-3.42545,0.128069,-0.612228,-0.220904
0.137346,0.176408,0.338558,-0.0332656
-4.34235,-0.0979626,0.435862,-0.410337
2.28051,0.0792435,-0.139015,0.280105
-5.76193,-0.0324824,-0.0649584,-0.199875
8.01091,0.0611408,0.0662401,-0.453677
-8.69868,-0.174821,-0.385703,-0.366185
6.74772,-0.395341,0.354155,-0.590881
-3.94233,-0.74031,0.153637,-0.0509868
-6.51158,0.0458063,0.244679,-0.0140111
2.86152,-0.584003,0.301205,-0.0293706
9.0489,-0.395425,-0.207375,0.299071
3.72235,-0.185701,-0.525898,0.345666
7.24525,-0.0056022,-0.0406937,0.175939
3.86738,-0.557683,-0.530648,0.201971
7.06026,0.018525,-0.149318,0.289125
0.837494,0.320301,0.705588,-0.172165
-5.65757,0.307609,0.198316,-0.365363
8.90267,-0.170256,0.48142,-0.226898
1.83123,-0.344529,-0.104084,-0.172396
-4.57216,0.0324473,-0.0183392,0.567064
-0.711014,-0.542561,0.230127,0.221179
0.127645,-0.394705,0.338259,0.870276
-8.64891,-0.549691,0.242072,-0.774078
-6.32482,0.0384339,-0.38032,-0.0250501
-7.94574,0.295958,0.142236,-0.319985
-6.5732,0.506231,0.353021,0.279685
1.00137,0.049356,0.178274,0.392099
-2.97258,-0.0506875,-0.292292,-0.056596
-8.74986,-0.0519403,-0.452137,0.0799743
1.55316,0.096265,0.0462943,0.265804
-6.12436,-0.152682,-0.386584,-0.391504
-7.90453,0.0425857,-0.307903,-0.182652
-5.06251,0.131235,-0.400928,-0.0737245
-3.09211,0.137543,0.257753,-0.21231
-4.20418,0.397991,0.0668522,0.029461
-5.66865,0.156876,-0.286451,-0.319815
3.00945,0.930839,-0.194307,0.138266
9.45455,0.820558,-0.502511,0.268491
-9.9262,-0.0666244,0.106447,0.139864
2.24994,-0.02082,-0.404884,0.293426
-5.50437,-0.385023,0.187561,0.62967
-8.51502,0.532128,0.483125,0.283103
3.68298,-0.0791187,0.0921166,-0.025015
-7.55552,-0.103774,0.0868232,0.0113161
-0.0642234,0.169324,-0.420403,0.474642
-0.502206,0.19631,0.268528,0.0417191
-2.76462,-0.272676,0.160946,-0.212305
5.50582,-0.355471,0.23214,-0.0966169
4.45474,-0.147993,0.349231,-0.000565595
2.05928,0.58779,0.658423,0.220125
1.26998,0.154683,0.207065,0.354931
-2.39818,0.209776,0.227433,-0.189183
2.28078,-0.267645,-0.361093,0.0684743
-8.1636,-0.428397,0.421256,0.0464538
6.77619,-0.18052,-0.151583,0.11681
3.33282,-0.148365,0.0864611,0.396465
-1.12962,-0.109936,-0.283926,0.127038
4.77088,-0.672601,0.038533,0.378291
1.59429,0.0407384,-0.0488172,-0.122125
-6.62597,-0.00540188,-0.0860253,0.246131
-6.80392,0.0137032,-0.351157,0.244383
-8.23358,-0.433684,0.0523643,-0.0868739
-6.85388,-0.203292,-0.116929,0.657231
-9.53772,0.387467,0.511771,-0.157422
1.57473,-0.0849122,-0.364827,0.49515
-0.445907,0.063463,0.537276,0.0601915
-3.11923,-0.232155,0.519139,0.363712
1.50361,-0.174713,-0.300394,0.315901
8.27913,0.171291,-0.167835,-0.300349
7.25217,-0.0323986,-0.324932,-0.416835
-4.83922,0.0569942,0.274319,0.164786
-2.8294,0.175313,0.184788,0.152996
2.09229,0.609784,0.0909854,-0.528104
9.70616,0.291997,0.141286,0.410359
-2.44122,0.00243142,-0.323969,-0.107346
9.87358,0.351715,0.24656,-0.272591
-8.73616,-0.200234,0.00432711,-0.033884
8.78491,0.290026,-0.0883881,-0.0685792
-9.4511,0.519739,0.170253,0.577843
8.68426,0.277394,0.0384727,0.257732
5.48055,-0.370465,-0.32469,-0.608479
-0.666223,-0.0764418,-0.299795,0.131232
-4.23574,-0.29495,-0.293753,0.0956137
4.4576,0.238541,0.171166,0.457838
-2.72761,0.655568,-0.3142,-0.244005
-7.08799,-0.23318,-0.0466597,-0.301347
2.88278,0.317095,-0.0890699,0.0347749
7.375,0.187217,-0.50455,-0.17463
1.95545,-0.345253,-0.265285,-0.0338326
-6.17331,0.223952,-0.563415,-0.595311
2.93918,-0.00238825,-0.093323,-0.16988
-4.2811,-0.196857,0.0176369,0.20112
6.70352,0.151981,0.183413,-0.738076
-3.3775,-0.267619,-0.304365,-0.454954
8.10124,0.329963,-0.187721,-0.40207
0.561469,0.532619,0.124299,0.414359
-4.38467,0.267363,0.100456,-0.483747
7.82358,0.196987,0.542656,0.179049
-9.24269,-0.0574401,0.302774,0.1076
-9.17076,0.276265,-0.235461,0.00805491
-0.725628,-0.107162,0.217846,0.401976
-0.983726,-0.241217,-0.501404,-0.0123556
7.65384,0.145991,-0.479397,-0.324122
9.57212,-0.137642,-0.113287,0.251952
-6.13524,-0.243309,-0.289234,0.312193
2.34755,0.257398,0.263914,0.266499
-7.34279,-0.517397,-0.088159,0.29432
-7.2683,0.223237,0.141171,0.130379
-8.45931,0.26319,0.213507,-0.128724
-8.57018,0.205016,0.875099,0.166133
0.687789,0.788468,-0.238709,0.274634
-2.64158,-0.330488,-0.288626,0.314843
-2.78258,0.113237,-0.203557,-0.304075
5.82955,0.210761,0.387664,-0.718545
1.02062,0.415695,0.068557,0.0925715
-8.85329,0.11806,0.399809,0.447193
-8.02201,-0.178061,0.278125,-0.209514
-0.524788,0.0689381,0.299464,0.234573
1.99616,-0.853382,-0.0667527,-0.645914
